en_sentence	translation	variety	county	orthography
but, suddenly, as though remembering something,	بەڵام، پڕېۋەنە، پېسە چېۋېۋش ۋیرکۆتەبۊۋە،	Lhoni	Tawella	Hawrami_var_1
he stopped short.	ئاڎ کەمېۋ مڎرا.	Lhoni	Tawella	Hawrami_var_1
but that morning, hearing the tumult on the deck,	بەڵام سەۋاو ئا ڕۊیەنە کە سەرو سەکۊکەیۆ هەراش ئەژنی،	Lhoni	Tawella	Hawrami_var_1
he had crept out, and thus far had watched the whole scene.	وېش یاۋنا بەر و تاکو ئا ساتۍ گرڎو دیمەنەکەیش دېیەبۍ.	Lhoni	Tawella	Hawrami_var_1
he felt injured, and turned his back on her	ئاڎ هەستش بە زاماری کەرڎ و پەشتیش جە ئاڎۍ هۊرگېڵنا،	Lhoni	Tawella	Hawrami_var_1
till the others were done with him	تاکو ئەۋۍ تەرۍ چنیش تەمامیێ	Lhoni	Tawella	Hawrami_var_1
suddenly and without any apparent reason, ran back and	کتوپڕ و بەبۍ هیچ مەڵامەتېۋ بەرەو دما ڕەما و	Lhoni	Tawella	Hawrami_var_1
disappeared from the outskirts	پەناو دۆروبەرینە دېیار نەمەن/دېیارە نەمەنە	Lhoni	Tawella	Hawrami_var_1
in my terror,	چەحێبەتیۍ وېمەنە،	Lhoni	Tawella	Hawrami_var_1
I let the candle bend towards the wall	من مۊمدانەکەم ۋەردا و ڕوەو دیۋارەکە لارە بیۆ.	Lhoni	Tawella	Hawrami_var_1
he even felt a slight shame at his lowliness	ئاڎ جە لووتبەرزی وېش کەمېۋ هەستش بە شەرمەزاری کەرڎ	Lhoni	Tawella	Hawrami_var_1
that permitted it.	کە بییەبۍ بە مەڵامەتو ئانەی.	Lhoni	Tawella	Hawrami_var_1
I was ashamed of danger	من چا مەتەرسییەیە شەرمەزار بییا،	Lhoni	Tawella	Hawrami_var_1
I had allowed her to be in.	کە ڕام دێبۍ ئاڎە ش گنۊنە.	Lhoni	Tawella	Hawrami_var_1
it would be impossible to describe	وەسفکەرڎەی ئا وەشییە ئەستەما،	Lhoni	Tawella	Hawrami_var_1
how he embraced him	کە چنین ئاڎ باوەشیش ئاڎیەرە کەرڎە،	Lhoni	Tawella	Hawrami_var_1
when he found him	کاتېۋ کە ئاڎش ئیستۆ	Lhoni	Tawella	Hawrami_var_1
I opened my eyes and looked at a little patch of curtain	من کە چەمېم کەرڎېۋە، تەماشەو گۊشڵەو پەردەکەیم کەرڎ	Lhoni	Tawella	Hawrami_var_1
above his head.	سەرو سەرەو ئاڎیۆ.	Lhoni	Tawella	Hawrami_var_1
had come to their ears,	تاکو بناگۊشېش یاۋابۍ،	Lhoni	Tawella	Hawrami_var_1
still nothing had been done.	هەڵای هیچ نەکریابۍ.	Lhoni	Tawella	Hawrami_var_1
he was taken with such a loathing	ئاڎ ئېڼە قیزیش ئاماۋە،	Lhoni	Tawella	Hawrami_var_1
that his stomach turned	کە گەڎۊ ئاڎی شېۋیا	Lhoni	Tawella	Hawrami_var_1
then heard the grunts and sighs of the teachers and minister	ئینجا گۊشش جە هەرا و هۊریاو مامۊسایا و شالیارا بۍ	Lhoni	Tawella	Hawrami_var_1
as they sat down.	کاتېۋ ئاڎۍ نیشتېبېنېرە.	Lhoni	Tawella	Hawrami_var_1
that the wine was drawn	کە شەراب سەرش هۊرپچڕیا	Lhoni	Tawella	Hawrami_var_1
must be drunk.	مشیۊ بوەریۊۋە.	Lhoni	Tawella	Hawrami_var_1
so belaboured him	ئاڼە بە تڼی ئۆ ئاڎیشا دابۍ	Lhoni	Tawella	Hawrami_var_1
that they brought him sorely battered to the ground.	کە ئاڎۍبە سەختی ۋنەشا دابۍ و سەرو زەمینیۆ کۆتەبۍ.	Lhoni	Tawella	Hawrami_var_1
he kept his head,	ئاڎ سەرو وېشەرە زاڵ بی	Lhoni	Tawella	Hawrami_var_1
found his temper	ئاڎ هېۋر بییۆ.	Lhoni	Tawella	Hawrami_var_1
had forced him to make a quick excuse	ئاڎش ناچار کەرڎەبۍ بەهانېۋی خېرا بېزۊۋە	Lhoni	Tawella	Hawrami_var_1
and move out the following morning.	و سەبای چاگە نەمەنۊ.	Lhoni	Tawella	Hawrami_var_1
I held it out so	من پاسە گېرتەبېم	Lhoni	Tawella	Hawrami_var_1
that he could see it.	کە ئاڎ بتاۋۊ ۋینۊش.	Lhoni	Tawella	Hawrami_var_1
finally stood with his back to the fire,	سەرەنجام ئاڎ پەشتیش جە ئێرەکەی مڎرا،	Lhoni	Tawella	Hawrami_var_1
his glasses on his nose	ئاڎ بە چەشمەکەکاو سەرو لووتېشۆ.	Lhoni	Tawella	Hawrami_var_1
but as soon as he had stretched himself out,	بەڵام هەر کە ئاڎ وېش کېشنارە،	Lhoni	Tawella	Hawrami_var_1
he turned his face to the wall,	ئاڎ ڕوەش کەرڎەنە دیۋارەکەی،	Lhoni	Tawella	Hawrami_var_1
he slept the sleep of the just.	ئاڎ خاترجەمانە وەرمش پۊرە کۆت.	Lhoni	Tawella	Hawrami_var_1
then slid back out of the room and	ئینجا هۊڎەکەنە زېیارە بەر و	Lhoni	Tawella	Hawrami_var_1
broke into a run again.	دیسان سەرجەنۊ کۆتۆ ڕەمای.	Lhoni	Tawella	Hawrami_var_1
he gave overwhelming indications	ئاڎ بەڕۊشنی ئاماژەش دا	Lhoni	Tawella	Hawrami_var_1
that he had not wasted a minute of his time.	کە تاقە خولەکېۋش جە کاتو وېش بەفېڕۊ نەڎان.	Lhoni	Tawella	Hawrami_var_1
as he crossed the road while speaking,	کاتېۋەنە کە ئاڎ دەمو قسەکەرڎەییۆ شەقامەکەنە پڕاۋە،	Lhoni	Tawella	Hawrami_var_1
as if fully prepared to put his threat into execution	پاسە دېیار بۍ، کە بەتەمامی ئاڎەن هەڕەشەکاو وېش کرڎییۍ کەرۊۋە	Lhoni	Tawella	Hawrami_var_1
then brace forward again,	ئینجا دیسان ڕوەو وەر ڕاکۆتۆ	Lhoni	Tawella	Hawrami_var_1
let the ship sail as before.	ئاسش کەشتییەکە پېسە ۋەڵتەری ڕاگنۊۋە.	Lhoni	Tawella	Hawrami_var_1
he came to a very keen realization	فرە بەخېرایی پەی ئاڎی بەرکۆت،	Lhoni	Tawella	Hawrami_var_1
that all was not well with her.	کە بەگرڎینەیی بارو ئاڎۍ خاس نېیەن.	Lhoni	Tawella	Hawrami_var_1
made her turn apprehensively to see	ئاڎە بە پەرۊشۆ لاش کەرڎۆ، تاکو بزانۊ،	Lhoni	Tawella	Hawrami_var_1
if anyone had heard him.	ئایا هیچ کەس گۊشش جە ئاڎی بییەن.	Lhoni	Tawella	Hawrami_var_1
where he was sure	چونکە چانەیە دڵنېیا بۍ،	Lhoni	Tawella	Hawrami_var_1
that he could connect himself with some hotel if need be.	کە ئەر پەنەۋاز بۊ، هۆتێلېۋەنە هەرمانە کەرۊ.	Lhoni	Tawella	Hawrami_var_1
said we would make a beginning on an early day,	ۋاتش «ئېمە سەبای سەرەتاو ڕۊیۆ دەسپنەکەرمۍ»،	Lhoni	Tawella	Hawrami_var_1
requested the aid of my hand	داۋاو یارڎیش چە دەسو من کەرڎ	Lhoni	Tawella	Hawrami_var_1
to descend from her elevated station.	تاکو جە یاگە بەرزەگېشۆ ۋەرزۊرە.	Lhoni	Tawella	Hawrami_var_1
to die with her,	پەی ئانەی چنی ئاڎۍ مرۊ،	Lhoni	Tawella	Hawrami_var_1
on top of her and underneath her,	پەی ئانەی چنی ئاڎۍ مرۊ، سەر ئاڎېۋە و چېرو ئاڎېنە،	Lhoni	Tawella	Hawrami_var_1
during a night of feverish license.	شەۋېۋۍ پەڕ گەرموگۊڕی مۊڵەتدایەنە.	Lhoni	Tawella	Hawrami_var_1
but never until now had it seemed so clear to him	بەڵام تاکو ئی ساتۍ پەی ئاڎی ڕۊشن نەبییەبېۋە	Lhoni	Tawella	Hawrami_var_1
this uninvited guest had something to do with his life.	ئی میوانە ناوەختە پەیۋەڼیش بە ژیۋای ئاڎێۆ هەن.	Lhoni	Tawella	Hawrami_var_1
the thought of the moment made her resolve	ۋیرۆکەرڎەی ئا ساتۍ پاسەش بە ئاڎۍ کەرڎ	Lhoni	Tawella	Hawrami_var_1
to restrain herself when she did speak.	سڵەمۊۋە کاتېۋ ئاڎە قسۍ کەرۊ.	Lhoni	Tawella	Hawrami_var_1
leaving all he knows behind,	ئاڎ هەرچېۋ زانۍ، دەسۋەرڎارش بییەبۍ،	Lhoni	Tawella	Hawrami_var_1
and not knowing what's before him.	ئاڎ نەزانۍ چېش ئۆسەرو ڕێش مێۋ.	Lhoni	Tawella	Hawrami_var_1
I stirred up the cinders,	من بووڵەکېم بەرئارڎە،	Lhoni	Tawella	Hawrami_var_1
I fetched a scuttleful myself.	من پەڕو سۊبېۋی تەۋەنخەڵووزم ئاۋرڎ.	Lhoni	Tawella	Hawrami_var_1
while my mother, reclining by his side,	کاتېۋ ئەڎام پاڵو ئاڎیەنە کېشیایکېشیېرە،	Lhoni	Tawella	Hawrami_var_1
rested her head on his shoulder	سەرەو وېش سەرو شانەو ئاڎیۆ نېیارە.	Lhoni	Tawella	Hawrami_var_1
that were he left so for six hours,	کە ئاڎ پەی ماۋەو شېش ساتا پاسە جېیاش ئاست،	Lhoni	Tawella	Hawrami_var_1
say, on a stretch	پېسە ۋاچی، بە بەرڎەۋامی	Lhoni	Tawella	Hawrami_var_1
that he ought to thank heaven	ئاڎ ئەشیێ زېیاتەر سپاسگوزارو ئاسمانی بېیێ	Lhoni	Tawella	Hawrami_var_1
more for having taken her than for having given her.	فرەتەر پەی ئەۋەبەرڎەی ئاڎۍ، تاکو پنەبەخشای ئاڎۍ.	Lhoni	Tawella	Hawrami_var_1
I, however, in my inmost soul,	من سەرەڕاو ئانەیچە، چە قووڵایی دەروونو وېمۆ،	Lhoni	Tawella	Hawrami_var_1
was doleful and cross in the midst of all my joy.	مېیانو وەشییەکاو وېمەنە خەم و داخۍ بېنۍ.	Lhoni	Tawella	Hawrami_var_1
carried it out, and returned,	پەی بەری کېشش کەرڎ و گېڵاۋە،	Lhoni	Tawella	Hawrami_var_1
seating herself quietly in her former place.	ئاڎە بە هېۋری یاگە ۋەڵینەکۊ وېشەنە نیشتەراۋە.	Lhoni	Tawella	Hawrami_var_1
longing to get as quickly, as quickly as possible, to tomorrow morning,	تامەزرۊ بۍ، بە خېراتەرین گونجېیای بە بەیانو سەبای بېیاۋۊ،	Lhoni	Tawella	Hawrami_var_1
when he would see her again and be plighted to her forever,	کتېۋ کە جارېۋی تەر ئاڎۍ ۋینۊۋە و گرڎ کاتېۋ پەی ئاڎۍ بۊ،	Lhoni	Tawella	Hawrami_var_1
that it was time for him to come back	کە ئیتر پەی ئاڎی کاتو ئەۋەگېڵای بۍ	Lhoni	Tawella	Hawrami_var_1
to gladden and comfort his old parents.	پەی دڵوەش کەرڎەی و خاترجەم کەرڎەی ئەڎا و تاتە پېرەکاەیش.	Lhoni	Tawella	Hawrami_var_1
although my mistress held her fast,	هەرچەڼە خاتوونەکۊ من بە تڼی ئاڎەش گېرتېبۍ،	Lhoni	Tawella	Hawrami_var_1
for fear she might give a spring, and seize me in her talons.	چە تەرسۊ ئانەی بازی بڎۊ و چنگېش منەرە کېشۊ.	Lhoni	Tawella	Hawrami_var_1
that at the very altar she discovered	کە ئاڎە ڕېک جە مارەبڕەکەینە زاناش	Lhoni	Tawella	Hawrami_var_1
he had a wife yet alive, though a lunatic.	کە ئاڎ ژەنی تەرەش هەنە و زیڼېنە، هەرچڼە شېتەنە.	Lhoni	Tawella	Hawrami_var_1
you were let in,	بە تۊ ڕا دریا بلی چوەر	Lhoni	Tawella	Hawrami_var_1
I stood like an idiot in front of the great heavy door	من پېسەو گېلېۋی ۋەردەمو دەربازە گۆرەکەینە مەنانېۋە	Lhoni	Tawella	Hawrami_var_1
that had closed after you.	کە شۊنۊ تۊرە پۊۋەدریاۋە.	Lhoni	Tawella	Hawrami_var_1
so hopelessly wanting in all,	ئاڎە جە گرڎ چېۋېۋەنە ناهومېڎانە بەرگنۍ،	Lhoni	Tawella	Hawrami_var_1
I experienced some shame	من کەمېۋ هەستېم بە شەرمەزاری کەرڎ	Lhoni	Tawella	Hawrami_var_1
which he had done, whatever it was,	ئانە کە ئاڎی کەرڎەبۍ، هەردەم ئانە بۍ،	Lhoni	Tawella	Hawrami_var_1
he had done for the sake of clothing and nourishing seven little children.	ئاڎ پەی بەدەسئاۋرڎەی پۊشاک و وارڎەو حۆت زاڕۊڵە گولانا کەرڎەبېش.	Lhoni	Tawella	Hawrami_var_1
how it was that she did not do so.	ئانە چنین بۍ، کە ئاڎە ئانەش نەکەرڎ.	Lhoni	Tawella	Hawrami_var_1
while his mind was registering	چا بارەنە ئاۋەزش چېۋ هۊرگېرۍ	Lhoni	Tawella	Hawrami_var_1
that this truly was the beautiful	کە ئینەیچە بەڕاسی وەش بۍ	Lhoni	Tawella	Hawrami_var_1
when what I saw her highness in	ئانە کە من خاتوونی ئاڎېم چنە دی	Lhoni	Tawella	Hawrami_var_1
it was only a very little house?	بەس یانېۋی فرە گولانە بۍ؟	Lhoni	Tawella	Hawrami_var_1
they heard something	ئاڎۍ چېۋېۋشا ئەژنی	Lhoni	Tawella	Hawrami_var_1
that made their hearts stop	کە دڵو ئاڎیشاش جە ترپە ۋست	Lhoni	Tawella	Hawrami_var_1
that it was indubitably so,	کە بېگومان ئانە پاسە بۍ،	Lhoni	Tawella	Hawrami_var_1
that in reality, looking upon life, he had forgotten one little fact	کە جە ڕاسینە ئاڎ سەرنجدای ژیۋاینە ڕاسیېۋی گولانەش ۋیرشییەبۍ	Lhoni	Tawella	Hawrami_var_1
but from the very first night he had reason once again	بەڵام هەر جە یەکەم شەۋۆ دیسان مەڵامەتش بۍ	Lhoni	Tawella	Hawrami_var_1
to be grateful for his mother' s good sense.	پەی ئانەی سپاسگوزارو ئاۋەزی گۆرەو ئەڎێس بۊ.	Lhoni	Tawella	Hawrami_var_1
it was no great wonder	چېۋېۋی فرە سەیر نەبۍ	Lhoni	Tawella	Hawrami_var_1
that she was about to cry out	کە خەریک بۍ ئاڎە هاۋار کەرۊ	Lhoni	Tawella	Hawrami_var_1
then she hung the key on the nail	ئینجا ئاڎە کڕېڵەکەش ئا پسمارەکېرە هۊرئاۋېزنا	Lhoni	Tawella	Hawrami_var_1
whence he was accustomed to take it	کە ئاڎ ئامابېرە پاگۆ بەرۊش	Lhoni	Tawella	Hawrami_var_1
they both moved, as these words were spoken,	کاتېۋ ئی ۋاچۍ ۋاچیێ، ئاڎۍ هەر دۋېشا جمێ،	Lhoni	Tawella	Hawrami_var_1
so as to place me between themselves and the carriage door.	تاکو من ۋزانە مېیانو وېشا و بەرەو درۊشکەکەی.	Lhoni	Tawella	Hawrami_var_1
so they put a strait weskut on her and	پاسە ئاڎۍ ئاڎەشا خزنانە سەڵتەو قۊڵبەسی و	Lhoni	Tawella	Hawrami_var_1
they took her to the hospital	ئاڎۍ ئاڎەشا پەی خەسەخانەی بەرڎە	Lhoni	Tawella	Hawrami_var_1
but all his soul was singing, and reason,	بەڵام سەرەپاو گېیانو ئاڎی ئامابېۋە هەلەکەسەما،	Lhoni	Tawella	Hawrami_var_1
in a triumphant paean, assured him he was right.	ئاۋەز بە ۋاتەی سروودۊ سەرکۆتەی، ڕاس بییەی ئاڎی سەلەمنۍ.	Lhoni	Tawella	Hawrami_var_1
but to be nearer to him,	بەڵام پەی ئانەی جە ئاڎیۆ نزیکە بۊ،	Lhoni	Tawella	Hawrami_var_1
to be in such a positio	پەی ئانەی بارېۋی چامنەنە بۊ،	Lhoni	Tawella	Hawrami_var_1
that he would not leave her.	کە ئاڎ هەرگیز ئاڎۍ جېیانازۊ.	Lhoni	Tawella	Hawrami_var_1
having been late last night,	هیزی شەۋۍدېر کۆتەبۍ،	Lhoni	Tawella	Hawrami_var_1
would be still in bed,	هەڵای یاگەوتەینە بی،	Lhoni	Tawella	Hawrami_var_1
tousled in the head and irritable.	سەرە گیجە و هۊرشییەی.	Lhoni	Tawella	Hawrami_var_1
I had a presentiment of what you would do, that day,	من ۋېنێۋم چانەیە بۍ، ئەشیێ تۊ چا ڕۊنە کەرڎەبېیێ،	Lhoni	Tawella	Hawrami_var_1
ever since I saw you first in the morning.	چا کاتۆ کە من ۋەڵنیمەڕۊ پەی یەکەم جاری تۊم دېیەنی.	Lhoni	Tawella	Hawrami_var_1
although he had a great coat on.	سەرەڕاو ئانەی کە پاڵتاۋېۋی گرانبەهاش پۊشابۍ.	Lhoni	Tawella	Hawrami_var_1
but when he arrived	بەڵام کاتېۋ کە ئاڎ ئاگە یاۋا	Lhoni	Tawella	Hawrami_var_1
found that someone had already been engaged.	پەیش بەرکۆتەبۍ، کە کەسېۋ بەڕاسی کەسېۋ دەزگیران کریان.	Lhoni	Tawella	Hawrami_var_1
what it was all leading to,	ئانە کە گرڎش ۋەرۆ ئارڎەبۍ،	Lhoni	Tawella	Hawrami_var_1
and that was good.	و ئانە چېۋېۋی خاس بۍ.	Lhoni	Tawella	Hawrami_var_1
he could prove his innocence	ئاڎ تاۋۍ بېتاۋانی وېش سەلەمنۊ	Lhoni	Tawella	Hawrami_var_1
he had come ashore	ئاڎ پەی قەراخو دەریای ئامابۍ	Lhoni	Tawella	Hawrami_var_1
he had lost all his money	ئاڎ گرڎو زەڕەکەو وېش دۆڕنا	Lhoni	Tawella	Hawrami_var_1
he was in a bad temper.	ئاڎ بارېۋی خرابەنە بۍ.	Lhoni	Tawella	Hawrami_var_1
before he could say another word,	ۋەڵۍ ئانەیە بتاۋۊ ۋاچېۋی تەر ۋاچۊ،	Lhoni	Tawella	Hawrami_var_1
his exhaustion had carried him off to sleep.	مانیاکەیش ئاڎش پەی وتەی کېش کەرڎ.	Lhoni	Tawella	Hawrami_var_1
his feet wide apart,	پێ ئاڎی جە یەکتریۆ دوورۍ بېنۍ،	Lhoni	Tawella	Hawrami_var_1
and his head bent down.	و سەرەو ئاڎی شۊڕ بییەبېۋە	Lhoni	Tawella	Hawrami_var_1
he had now something to work for,	ئاڎ ئیسە ئیتر چېۋېۋش هەن هەرمانەش پەی کەرۊ،	Lhoni	Tawella	Hawrami_var_1
he had now something to struggle for.	ئاڎ ئیسە ئیتر چېۋېۋش هەن پېناۋشەنە کۊشیۊ	Lhoni	Tawella	Hawrami_var_1
but unable to restrain herself	بەڵام نەتاۋاش سەرو وېشەرە زاڵە بۊ،	Lhoni	Tawella	Hawrami_var_1
she burst into tears of vexation and left the room.	ئاڎە جە وەڕسینە گرەۋا و هۊڎەکەنە زېیارە.	Lhoni	Tawella	Hawrami_var_1
he either snatched up the fork to pitch the hay out of the pens,	یان ئەشیێ سېلکەکەی دەسۆ گېرۊ، تاکو سمەرەکاچە گۆڕەکەنە بەربارۊ،	Lhoni	Tawella	Hawrami_var_1
or ran to get water	یان ڕەمابېیێ ئاۋی بارۊ	Lhoni	Tawella	Hawrami_var_1
or to clear out the dung.	یان سۆرووکەی لابەرۊ.	Lhoni	Tawella	Hawrami_var_1
my trunk was handed down,	جانتاکەو من گیریابېرە	Lhoni	Tawella	Hawrami_var_1
the coach instantly drove away.	درۆشکەکە بەخېرایی ۋېیەرد.	Lhoni	Tawella	Hawrami_var_1
she observed on the spot which she had quitted, a tolerably large stone	ئاڎە چا یاگېنە کە ۋەڵتەر چنەش لۋێبۍ، تلېۋی کەمېۋ گۆرەش ۋەرچەمکۆت	Lhoni	Tawella	Hawrami_var_1
which had, evidently, not been there a moment before.	کە کەمېۋ چاۋەڵتەر چاگەنە نەبییەبۍ.	Lhoni	Tawella	Hawrami_var_1
he told him this, very strongly,	ئاڎ فرە بە تڼی ئینەشە بە ئاڎی ۋات،	Lhoni	Tawella	Hawrami_var_1
with the hope of rousing him from any despondency or dangerous retrospect towards	بە هومېڎو ئانەی کە جە گرڎ دۋەدڵیېۋی و ئەۋەگېڵێۋی مەتەرسیداری چڵاکنۊشەرە	Lhoni	Tawella	Hawrami_var_1
which he foresaw he might be tending.	کە ئاڎ ئاڎیەنە ۋەڵۋینیش کەرڎەبۍ.	Lhoni	Tawella	Hawrami_var_1
